"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"C";"2013-01-20";"65.5892";"63.86";"-0.64";"850";"7.72";"0";"655.6";"102.7093";"1487.55";"2924.85"
"C";"2013-01-19";"66.2451";"64.5";"-0.69";"850";"7.79";"3.88";"716.6";"102.7093";"1487.71";"2924.85"
"C";"2013-01-18";"66.9604";"65.19";"-1.03";"850";"7.88";"7.82";"1061.3";"102.7093";"1487.87";"2924.85"
"C";"2013-01-17";"68.0157";"66.22";"-1.04";"850";"8";"9.78";"1075.3";"102.7093";"1488.04";"2924.85"
"C";"2013-01-16";"69.0907";"67.27";"-0.96";"850";"8.13";"3.87";"986.3";"102.7093";"1488.22";"2924.85"
"C";"2013-01-15";"70.0727";"68.22";"-0.85";"850";"8.24";"0";"873.5";"102.7093";"1488.4";"2924.85"
"C";"2013-01-14";"70.9457";"69.07";"-0.7";"850";"8.35";"0";"714.7";"102.7093";"1488.58";"2924.85"
"C";"2013-01-13";"71.6172";"69.73";"-0.41";"850";"8.43";"7.82";"433.4";"102.7093";"1488.74";"2924.85"
"C";"2013-01-12";"72.038";"70.14";"-0.33";"850";"8.48";"23.41";"366.8";"102.7093";"1488.87";"2924.85"
"C";"2013-01-11";"72.3918";"70.48";"-0.55";"850";"8.52";"10.59";"575.3";"102.7093";"1488.99";"2924.85"
"C";"2013-01-10";"72.944";"71.02";"-0.39";"850";"8.58";"0";"398.4";"102.7093";"1489.08";"2924.85"
"C";"2013-01-09";"73.3426";"71.41";"-0.44";"850";"8.63";"0";"450.5";"102.7093";"1489.13";"2924.85"
"C";"2013-01-08";"73.793";"71.85";"-0.32";"850";"8.68";"114.63";"445.1";"102.7093";"1489.17";"2924.85"
"C";"2013-01-07";"74.1234";"72.17";"-0.51";"850";"8.72";"1.99";"527.5";"102.7093";"1489.2";"2924.85"
"C";"2013-01-06";"74.649";"72.68";"-0.27";"850";"8.78";"30.66";"306.8";"102.7093";"1489.21";"2924.85"
"C";"2013-01-05";"74.9251";"72.95";"-0.3";"850";"8.81";"29.73";"339";"102.7093";"1489.17";"2924.85"
"C";"2013-01-04";"75.2345";"73.25";"-0.19";"850";"8.85";"156.21";"352.5";"102.7093";"1489.13";"2924.85"
"C";"2013-01-03";"75.4309";"73.44";"-0.4";"850";"8.87";"2.93";"412.4";"102.7093";"1489.12";"2924.85"
"C";"2013-01-02";"75.8404";"73.84";"-0.35";"850";"8.92";"14.7";"375.9";"102.7093";"1489.14";"2924.85"
"C";"2013-01-01";"76.2045";"74.19";"-0.06";"850";"8.97";"60.57";"124";"102.7093";"1489.16";"2924.85"
"C";"2012-12-31";"76.2828";"74.27";"0";"811";"9.41";"91.8";"87.3";"102.7093";"1489.16";"2924.85"
"C";"2012-12-30";"76.2925";"74.28";"0.06";"811";"9.41";"146.78";"83";"102.7093";"1489.18";"2924.85"
"C";"2012-12-29";"76.2368";"74.23";"0.08";"811";"9.4";"186.71";"104.4";"102.7093";"1489.2";"2924.85"
"C";"2012-12-28";"76.1765";"74.17";"-0.03";"811";"9.39";"115.81";"148.4";"102.7093";"1489.25";"2924.85"
"C";"2012-12-27";"76.2189";"74.21";"-0.11";"811";"9.4";"26.44";"142.8";"102.7093";"1489.31";"2924.85"
"C";"2012-12-26";"76.3427";"74.33";"0.02";"811";"9.41";"94.23";"76.7";"102.7093";"1489.33";"2924.85"
"C";"2012-12-25";"76.3271";"74.31";"0.08";"811";"9.41";"141.79";"61.6";"102.7093";"1489.34";"2924.85"
"C";"2012-12-24";"76.2484";"74.24";"-0.04";"811";"9.4";"70.69";"108";"102.7093";"1489.34";"2924.85"
"C";"2012-12-23";"76.2877";"74.28";"0";"811";"9.41";"142.1";"143.9";"102.7093";"1489.35";"2924.85"
"C";"2012-12-22";"76.2907";"74.28";"-0.13";"811";"9.41";"60.05";"189.3";"102.7093";"1489.42";"2924.85"
"C";"2012-12-21";"76.421";"74.41";"-1.93";"811";"9.42";"3.86";"1983.7";"102.7093";"1489.54";"2924.85"
"C";"2012-12-20";"78.401";"76.33";"-0.28";"811";"9.67";"1.8";"290.6";"102.7093";"1489.68";"2924.85"
"C";"2012-12-19";"78.6897";"76.61";"-0.19";"811";"9.7";"17.48";"214.5";"102.7093";"1489.79";"2924.85"
"C";"2012-12-18";"78.8866";"76.81";"-0.15";"811";"9.73";"3.98";"157.4";"102.7093";"1489.88";"2924.85"
"C";"2012-12-17";"79.0399";"76.95";"-0.13";"811";"9.75";"31.76";"162.1";"102.7093";"1489.95";"2924.85"
"C";"2012-12-16";"79.172";"77.08";"-0.08";"811";"9.76";"66.68";"147.8";"102.7093";"1490";"2924.85"
"C";"2012-12-15";"79.2518";"77.16";"-0.18";"811";"9.77";"39.44";"223.5";"102.7093";"1490.03";"2924.85"
"C";"2012-12-14";"79.4299";"77.33";"-0.66";"811";"9.79";"17.31";"697.4";"102.7093";"1490.1";"2924.85"
"C";"2012-12-13";"80.1282";"78.01";"-1.15";"811";"9.88";"1.96";"1180.3";"102.7093";"1490.25";"2924.85"
"C";"2012-12-12";"81.2993";"79.15";"-1.08";"811";"10.02";"1.94";"1111.6";"102.7093";"1490.43";"2924.85"
"C";"2012-12-11";"82.3946";"80.22";"-0.97";"811";"10.16";"0";"996.3";"102.7093";"1490.63";"2924.85"
"C";"2012-12-10";"83.3915";"81.19";"-1.02";"811";"10.28";"0";"1046";"102.7093";"1490.9";"2924.85"
"C";"2012-12-09";"84.4378";"82.21";"-0.71";"811";"10.41";"6.82";"739.7";"102.7093";"1491.09";"2924.85"
"C";"2012-12-08";"85.1713";"82.92";"-0.81";"811";"10.5";"8.04";"844.5";"102.7093";"1491.29";"2924.85"
"C";"2012-12-07";"86.0069";"83.74";"-1.07";"811";"10.61";"0";"1098.4";"102.7093";"1491.5";"2924.85"
"C";"2012-12-06";"87.1055";"84.81";"-1.19";"811";"10.74";"0";"1221.2";"102.7093";"1491.71";"2924.85"
"C";"2012-12-05";"88.3251";"86";"-0.23";"811";"10.89";"621.48";"853.4";"102.7093";"1491.91";"2924.85"
"C";"2012-12-04";"88.5588";"86.22";"-0.76";"811";"10.92";"1.92";"782.7";"102.7093";"1492.07";"2924.85"
"C";"2012-12-03";"89.34";"86.98";"-1.21";"811";"11.02";"1.97";"1242.1";"102.7093";"1492.21";"2924.85"
"C";"2012-12-02";"90.5357";"88.15";"-0.47";"811";"11.16";"3.9";"486";"102.7093";"1492.37";"2924.85"
"C";"2012-12-01";"91.0191";"88.62";"-0.46";"811";"11.22";"8.58";"482.3";"102.7093";"1492.5";"2924.85"
"C";"2012-11-30";"91.4847";"89.07";"-0.69";"811";"11.28";"6.89";"717.9";"102.7093";"1492.66";"2924.85"
"C";"2012-11-29";"92.1548";"89.72";"-0.51";"811";"11.36";"0";"521.6";"102.7093";"1492.83";"2924.85"
"C";"2012-11-28";"92.6707";"90.23";"-0.33";"811";"11.43";"3.91";"340";"102.7093";"1492.96";"2924.85"
"C";"2012-11-27";"93.0048";"90.55";"-0.16";"811";"11.47";"4.88";"167.7";"102.7093";"1493.06";"2924.85"
"C";"2012-11-26";"93.1681";"90.71";"-0.18";"811";"11.49";"8.86";"195.5";"102.7093";"1493.13";"2924.85"
"C";"2012-11-25";"93.3585";"90.9";"0.01";"811";"11.51";"50.55";"44.2";"102.7093";"1493.16";"2924.85"
"C";"2012-11-24";"93.3541";"90.89";"-0.02";"811";"11.51";"32.15";"52.1";"102.7093";"1493.17";"2924.85"
"C";"2012-11-23";"93.3747";"90.91";"-0.15";"811";"11.51";"2.6";"152.1";"102.7093";"1493.21";"2924.85"
"C";"2012-11-22";"93.5252";"91.06";"-0.12";"811";"11.53";"10.09";"128.6";"102.7093";"1493.28";"2924.85"
"C";"2012-11-21";"93.6442";"91.17";"-0.08";"811";"11.55";"8.45";"93.5";"102.7093";"1493.38";"2924.85"
"C";"2012-11-20";"93.7328";"91.26";"-0.11";"811";"11.56";"1.87";"118.4";"102.7093";"1493.48";"2924.85"
"C";"2012-11-19";"93.8494";"91.37";"-0.11";"811";"11.57";"4.94";"115.5";"102.7093";"1493.57";"2924.85"
"C";"2012-11-18";"93.9627";"91.48";"-0.04";"811";"11.59";"8.11";"46.9";"102.7093";"1493.63";"2924.85"
"C";"2012-11-17";"94.0045";"91.52";"-0.22";"811";"11.59";"15.25";"244.2";"102.7093";"1493.7";"2924.85"
"C";"2012-11-16";"94.2389";"91.75";"-0.3";"811";"11.62";"4.88";"314.7";"102.7093";"1493.82";"2924.85"
"C";"2012-11-15";"94.5464";"92.05";"-0.25";"811";"11.66";"7.77";"266.6";"102.7093";"1493.99";"2924.85"
"C";"2012-11-14";"94.8033";"92.3";"-0.24";"811";"11.69";"10.11";"252.6";"102.7093";"1494.16";"2924.85"
"C";"2012-11-13";"95.0497";"92.54";"-0.2";"811";"11.72";"10.87";"221.1";"102.7093";"1494.3";"2924.85"
"C";"2012-11-12";"95.2657";"92.75";"-0.08";"811";"11.75";"8.98";"87.8";"102.7093";"1494.41";"2924.85"
"C";"2012-11-11";"95.3437";"92.83";"-0.01";"811";"11.76";"16.26";"27";"102.7093";"1494.45";"2924.85"
"C";"2012-11-10";"95.3529";"92.84";"-0.02";"811";"11.76";"36.89";"54.8";"102.7093";"1494.43";"2924.85"
"C";"2012-11-09";"95.3645";"92.85";"-0.02";"811";"11.76";"4.51";"26";"102.7093";"1494.44";"2924.85"
"C";"2012-11-08";"95.3852";"92.87";"-0.02";"811";"11.76";"17.42";"36.2";"102.7093";"1494.48";"2924.85"
"C";"2012-11-07";"95.4086";"92.89";"-0.06";"811";"11.76";"3.27";"62.9";"102.7093";"1494.53";"2924.85"
"C";"2012-11-06";"95.4694";"92.95";"0.07";"811";"11.77";"113.07";"44.2";"102.7093";"1494.6";"2924.85"
"C";"2012-11-05";"95.4044";"92.89";"-0.07";"811";"11.76";"10.8";"83.2";"102.7093";"1494.66";"2924.85"
"C";"2012-11-04";"95.4752";"92.96";"0.09";"811";"11.77";"158.18";"61.4";"102.7093";"1494.7";"2924.85"
"C";"2012-11-03";"95.3843";"92.87";"0.12";"811";"11.76";"163.87";"43.1";"102.7093";"1494.72";"2924.85"
"C";"2012-11-02";"95.2582";"92.75";"0";"811";"11.75";"22.46";"23.2";"102.7093";"1494.74";"2924.85"
"C";"2012-11-01";"95.2576";"92.74";"0";"811";"11.75";"16.85";"19.5";"102.7093";"1494.79";"2924.85"
"C";"2012-10-31";"95.2614";"92.75";"-0.37";"811";"11.75";"31.52";"415.4";"102.7093";"1494.89";"2924.85"
"C";"2012-10-30";"95.6525";"93.13";"-0.56";"811";"11.79";"22.28";"593.8";"102.7093";"1495.02";"2924.85"
"C";"2012-10-29";"96.2252";"93.69";"-0.31";"811";"11.87";"30.37";"347.1";"102.7093";"1495.21";"2924.85"
"C";"2012-10-28";"96.5477";"94";"-0.22";"811";"11.9";"33.11";"259.3";"102.7093";"1495.4";"2924.85"
"C";"2012-10-27";"96.7767";"94.22";"-0.12";"811";"11.93";"37.53";"163.8";"102.7093";"1495.95";"2924.85"
"C";"2012-10-26";"96.9035";"94.35";"-0.01";"811";"11.95";"33.63";"45.9";"102.7093";"1495.56";"2924.85"
"C";"2012-10-25";"96.9232";"94.37";"-0.04";"811";"11.95";"43.86";"86.8";"102.7093";"1495.6";"2924.85"
"C";"2012-10-24";"96.9763";"94.42";"-0.08";"811";"11.96";"34.23";"115.1";"102.7093";"1495.62";"2924.85"
"C";"2012-10-23";"97.0629";"94.5";"-0.05";"811";"11.97";"55.46";"107.4";"102.7093";"1495.62";"2924.85"
"C";"2012-10-22";"97.1179";"94.56";"0.35";"811";"11.98";"384.62";"22.7";"102.7093";"1495.6";"2924.85"
"C";"2012-10-21";"96.7645";"94.21";"0.24";"811";"11.93";"262.31";"18.6";"102.7093";"1495.58";"2924.85"
"C";"2012-10-20";"96.5151";"93.97";"0.17";"811";"11.9";"187.65";"9.8";"102.7093";"1495.54";"2924.85"
"C";"2012-10-19";"96.3355";"93.79";"0.11";"811";"11.88";"109.31";"0";"102.7093";"1495.48";"2924.85"
"C";"2012-10-18";"96.2317";"93.69";"0.09";"811";"11.87";"113.48";"18.8";"102.7093";"1495.44";"2924.85"
"C";"2012-10-17";"96.1339";"93.6";"0.09";"811";"11.85";"120.26";"25.8";"102.7093";"1495.43";"2924.85"
"C";"2012-10-16";"96.0307";"93.5";"0.07";"811";"11.84";"84.36";"8.1";"102.7093";"1495.44";"2924.85"
"C";"2012-10-15";"95.9602";"93.43";"-0.15";"811";"11.83";"91.23";"243.5";"102.7093";"1495.45";"2924.85"
"C";"2012-10-14";"96.123";"93.59";"0.08";"811";"11.85";"124.56";"38.4";"102.7093";"1495.39";"2924.85"
"C";"2012-10-13";"96.0339";"93.5";"0.11";"811";"11.84";"121.68";"8.5";"102.7093";"1495.31";"2924.85"
"C";"2012-10-12";"95.9226";"93.39";"0.04";"811";"11.83";"86.59";"49.4";"102.7093";"1495.27";"2924.85"
"C";"2012-10-11";"95.8977";"93.37";"0.1";"811";"11.82";"406.41";"307.7";"102.7093";"1495.31";"2924.85"
"C";"2012-10-10";"95.8016";"93.27";"-0.28";"811";"11.81";"73.18";"359.7";"102.7093";"1495.35";"2924.85"
"C";"2012-10-09";"96.0872";"93.55";"-0.07";"811";"11.85";"94.66";"164.2";"102.7093";"1495.39";"2924.85"
"C";"2012-10-08";"96.1586";"93.62";"-0.15";"811";"11.86";"122.73";"276.2";"102.7093";"1495.45";"2924.85"
"C";"2012-10-07";"96.3183";"93.78";"0.1";"811";"11.88";"155.89";"54";"102.7093";"1495.42";"2924.85"
"C";"2012-10-06";"96.2252";"93.69";"0.17";"811";"11.87";"184.45";"9.7";"102.7093";"1495.41";"2924.85"
"C";"2012-10-05";"96.061";"93.53";"0.13";"811";"11.84";"156.05";"25.7";"102.7093";"1495.45";"2924.85"
"C";"2012-10-04";"95.941";"93.41";"-0.1";"811";"11.83";"106.24";"204.2";"102.7093";"1495.42";"2924.85"
"C";"2012-10-03";"96.0435";"93.51";"0.13";"811";"11.84";"144.57";"14.7";"102.7093";"1495.38";"2924.85"
"C";"2012-10-02";"95.9178";"93.39";"0.02";"811";"11.83";"110.17";"94.3";"102.7093";"1495.33";"2924.85"
"C";"2012-10-01";"95.9055";"93.38";"-0.05";"811";"11.83";"99";"146.1";"102.7093";"1495.31";"2924.85"
"C";"2012-09-30";"95.2902";"92.78";"0.14";"811";"11.75";"170.52";"22";"102.703";"1448.24";"2830.77"
"C";"2012-09-29";"95.1409";"92.64";"0.2";"811";"11.73";"220.25";"19.7";"102.703";"1448.18";"2830.77"
"C";"2012-09-28";"94.939";"92.44";"0.12";"811";"11.71";"161.07";"33.3";"102.703";"1448.12";"2830.77"
"C";"2012-09-27";"94.8116";"92.32";"0.11";"811";"11.69";"134.09";"19";"102.703";"1448.07";"2830.77"
"C";"2012-09-26";"94.697";"92.2";"0.08";"811";"11.68";"127.48";"42.7";"102.703";"1448.02";"2830.77"
"C";"2012-09-25";"94.6138";"92.12";"-0.05";"811";"11.67";"60.34";"112.8";"102.703";"1447.98";"2830.77"
"C";"2012-09-24";"94.6645";"92.17";"0.01";"811";"11.67";"91.03";"78.6";"102.703";"1447.92";"2830.77"
"C";"2012-09-23";"94.6534";"92.16";"-0.02";"811";"11.67";"57.21";"78.7";"102.703";"1447.88";"2830.77"
"C";"2012-09-22";"94.6749";"92.18";"0.03";"811";"11.67";"87.89";"59.1";"102.703";"1447.83";"2830.77"
"C";"2012-09-21";"94.6433";"92.15";"-0.14";"811";"11.67";"64";"210";"102.703";"1447.78";"2830.77"
"C";"2012-09-20";"94.7885";"92.29";"-0.04";"811";"11.69";"55.42";"95.6";"102.703";"1447.73";"2830.77"
"C";"2012-09-19";"94.829";"92.33";"-0.02";"811";"11.69";"60.58";"77.3";"102.703";"1447.69";"2830.77"
"C";"2012-09-18";"94.8476";"92.35";"0.05";"811";"11.7";"109.15";"62.1";"102.703";"1447.65";"2830.77"
"C";"2012-09-17";"94.8007";"92.31";"0.03";"811";"11.69";"64.41";"33.7";"102.703";"1447.6";"2830.77"
"C";"2012-09-16";"94.769";"92.27";"0.14";"811";"11.69";"162.84";"22.4";"102.703";"1447.54";"2830.77"
"C";"2012-09-15";"94.6307";"92.14";"0.14";"811";"11.67";"163.89";"19.6";"102.703";"1447.48";"2830.77"
"C";"2012-09-14";"94.4873";"92";"0.13";"811";"11.65";"152.1";"22.7";"102.703";"1447.43";"2830.77"
"C";"2012-09-13";"94.358";"91.87";"0.11";"811";"11.63";"140.36";"31.3";"102.703";"1447.38";"2830.77"
"C";"2012-09-12";"94.2491";"91.77";"0.07";"811";"11.62";"124.43";"53.6";"102.703";"1447.33";"2830.77"
"C";"2012-09-11";"94.178";"91.7";"0.11";"811";"11.61";"177.24";"59.5";"102.703";"1447.28";"2830.77"
"C";"2012-09-10";"94.0604";"91.58";"0.1";"811";"11.6";"151.99";"50.4";"102.703";"1447.2";"2830.77"
"C";"2012-09-09";"93.9591";"91.49";"0.35";"811";"11.59";"358.4";"0.5";"102.703";"1447.08";"2830.77"
"C";"2012-09-08";"93.5996";"91.14";"0.34";"811";"11.54";"353.58";"0.5";"102.703";"1446.96";"2830.77"
"C";"2012-09-07";"93.2466";"90.79";"0.22";"811";"11.5";"224.49";"3.5";"102.703";"1446.86";"2830.77"
"C";"2012-09-06";"93.0258";"90.58";"0.15";"811";"11.47";"158.02";"8";"102.703";"1446.8";"2830.77"
"C";"2012-09-05";"92.8717";"90.43";"0.31";"811";"11.45";"319.33";"2.7";"102.703";"1446.74";"2830.77"
"C";"2012-09-04";"92.551";"90.12";"0.27";"811";"11.41";"295.93";"17.1";"102.703";"1446.67";"2830.77"
"C";"2012-09-03";"92.2721";"89.84";"0.24";"811";"11.38";"253.55";"8.6";"102.703";"1446.58";"2830.77"
"C";"2012-09-02";"92.0267";"89.6";"0.26";"811";"11.35";"273.93";"10.4";"102.703";"1446.46";"2830.77"
"C";"2012-09-01";"91.7637";"89.35";"0.24";"811";"11.31";"258.56";"10.2";"102.703";"1446.33";"2830.77"
"C";"2012-08-31";"91.5156";"89.11";"0.2";"811";"11.28";"218.33";"11.9";"102.703";"1446.21";"2830.77"
"C";"2012-08-30";"91.3095";"88.91";"0.41";"811";"11.26";"470.27";"48.3";"102.703";"1446.09";"2830.77"
"C";"2012-08-29";"90.8876";"88.5";"0.27";"811";"11.21";"294.45";"12.4";"102.703";"1445.96";"2830.77"
"C";"2012-08-28";"90.6051";"88.22";"0.27";"811";"11.17";"287.19";"13.9";"102.703";"1445.83";"2830.77"
"C";"2012-08-27";"90.341";"87.96";"0.22";"811";"11.14";"239.01";"15.1";"102.703";"1445.71";"2830.77"
"C";"2012-08-26";"90.1174";"87.75";"0.25";"811";"11.11";"273.86";"13.1";"102.703";"1445.6";"2830.77"
"C";"2012-08-25";"89.8567";"87.49";"0.3";"811";"11.08";"312.3";"1.9";"102.703";"1445.45";"2830.77"
"C";"2012-08-24";"89.5486";"87.19";"0.26";"811";"11.04";"274.58";"2.7";"102.703";"1445.31";"2830.77"
"C";"2012-08-23";"89.2759";"86.93";"0.24";"811";"11.01";"246.5";"1.5";"102.703";"1445.19";"2830.77"
"C";"2012-08-22";"89.0283";"86.69";"0.25";"811";"10.98";"271.43";"10.1";"102.703";"1445.06";"2830.77"
"C";"2012-08-21";"88.7696";"86.43";"0.16";"811";"10.95";"209.41";"43.9";"102.703";"1444.92";"2830.77"
"C";"2012-08-20";"88.6047";"86.27";"0.54";"811";"10.93";"583.01";"29.1";"102.703";"1444.78";"2830.77"
"C";"2012-08-19";"88.0581";"85.74";"0.37";"811";"10.86";"385.92";"1.2";"102.703";"1444.63";"2830.77"
"C";"2012-08-18";"87.6701";"85.36";"0.33";"811";"10.81";"344.81";"3.2";"102.703";"1444.46";"2830.77"
"C";"2012-08-17";"87.3218";"85.02";"0.3";"811";"10.77";"335.52";"30.1";"102.703";"1444.3";"2830.77"
"C";"2012-08-16";"87.0166";"84.73";"0.32";"811";"10.73";"326.64";"2.2";"102.703";"1444.16";"2830.77"
"C";"2012-08-15";"86.6939";"84.41";"0.28";"811";"10.69";"291.16";"0";"102.703";"1444.03";"2830.77"
"C";"2012-08-14";"86.403";"84.13";"0.25";"811";"10.65";"261.55";"6.1";"102.703";"1443.89";"2830.77"
"C";"2012-08-13";"86.1472";"83.88";"0.23";"811";"10.62";"265.53";"33.9";"102.703";"1443.76";"2830.77"
"C";"2012-08-12";"85.915";"83.65";"0.26";"811";"10.59";"286.22";"18.6";"102.703";"1443.57";"2830.77"
"C";"2012-08-11";"85.6471";"83.39";"0.27";"811";"10.56";"292.13";"15.8";"102.703";"1443.48";"2830.77"
"C";"2012-08-10";"85.3706";"83.12";"0.29";"811";"10.53";"322.29";"26.1";"102.703";"1443.39";"2830.77"
"C";"2012-08-09";"85.076";"82.84";"0.33";"811";"10.49";"363.29";"22.8";"102.703";"1443.3";"2830.77"
"C";"2012-08-08";"84.737";"82.51";"0.3";"811";"10.45";"307.53";"3.7";"102.703";"1443.2";"2830.77"
"C";"2012-08-07";"84.4369";"82.21";"0.35";"811";"10.41";"358.91";"0";"102.703";"1443.1";"2830.77"
"C";"2012-08-06";"84.0778";"81.86";"0.32";"811";"10.37";"334.76";"1.2";"102.703";"1442.99";"2830.77"
"C";"2012-08-05";"83.7438";"81.54";"0.38";"811";"10.33";"389.57";"2.7";"102.703";"1442.88";"2830.77"
"C";"2012-08-04";"83.3572";"81.16";"0.39";"811";"10.28";"400.42";"3";"102.703";"1442.77";"2830.77"
"C";"2012-08-03";"82.9598";"80.78";"0.38";"811";"10.23";"394.37";"5.5";"102.703";"1442.66";"2830.77"
"C";"2012-08-02";"82.5725";"80.4";"0.38";"811";"10.18";"393.65";"0.7";"102.703";"1442.56";"2830.77"
"C";"2012-08-01";"82.1771";"80.01";"0.31";"811";"10.13";"320.92";"1.1";"102.703";"1442.46";"2830.77"
"C";"2012-07-31";"81.8531";"79.96";"0.29";"811";"10.09";"302.37";"1.7";"102.3709";"1442.36";"2830.77"
"C";"2012-07-30";"81.5498";"79.66";"0.46";"811";"10.06";"473.63";"4.7";"102.3709";"1442.25";"2830.77"
"C";"2012-07-29";"81.0761";"79.2";"0.33";"811";"10";"336.82";"1";"102.3709";"1442.14";"2830.77"
"C";"2012-07-28";"80.7393";"78.87";"0.35";"811";"9.96";"355.07";"1.1";"102.3709";"1442.03";"2830.77"
"C";"2012-07-27";"79.3889";"79.28";"0.35";"811";"9.79";"350.4";"3.3";"100.1434";"1387.91";"2736.27"
"C";"2012-07-26";"79.0482";"78.93";"0.34";"811";"9.75";"342.15";"1.8";"100.1434";"1387.8";"2736.27"
"C";"2012-07-25";"78.7089";"78.6";"0.35";"811";"9.71";"352.31";"1.4";"100.1434";"1387.68";"2736.27"
"C";"2012-07-24";"78.3588";"78.25";"0.34";"811";"9.66";"335.66";"0.2";"100.1434";"1387.57";"2736.27"
"C";"2012-07-23";"78.022";"77.91";"0.35";"811";"9.62";"354.81";"0.2";"100.1434";"1387.46";"2736.27"
"C";"2012-07-22";"77.6675";"77.56";"0.38";"811";"9.58";"384.32";"0.2";"100.1434";"1387.35";"2736.27"
"C";"2012-07-21";"77.2819";"77.17";"0.39";"811";"9.53";"389.58";"3";"100.1434";"1387.24";"2736.27"
"C";"2012-07-20";"76.8941";"76.78";"0.31";"811";"9.48";"310.49";"0.2";"100.1434";"1387.14";"2736.27"
"C";"2012-07-19";"76.583";"76.47";"0.23";"811";"9.44";"232.05";"2.5";"100.1434";"1387.03";"2736.27"
"C";"2012-07-18";"76.3526";"76.24";"0.34";"811";"9.41";"345.57";"1.2";"100.1434";"1386.93";"2736.27"
"C";"2012-07-17";"76.0059";"75.9";"0.31";"811";"9.37";"312.34";"3.7";"100.1434";"1386.83";"2736.27"
"C";"2012-07-16";"75.6952";"75.59";"0.34";"811";"9.33";"345.88";"9.1";"100.1434";"1386.74";"2736.27"
"C";"2012-07-15";"75.3568";"75.25";"0.38";"811";"9.29";"384.62";"0.4";"100.1434";"1386.64";"2736.27"
"C";"2012-07-14";"74.972";"74.86";"0.37";"811";"9.24";"373.09";"0.8";"100.1434";"1386.55";"2736.27"
"C";"2012-07-13";"74.5985";"74.49";"0.35";"811";"9.2";"353.67";"2.6";"100.1434";"1386.45";"2736.27"
"C";"2012-07-12";"74.2465";"74.14";"0.37";"811";"9.15";"376.68";"2.6";"100.1434";"1386.36";"2736.27"
"C";"2012-07-11";"73.8713";"73.77";"0.15";"811";"9.11";"149.45";"4.2";"100.1434";"1386.26";"2736.27"
"C";"2012-07-10";"73.7233";"73.62";"0.1";"811";"9.09";"116.48";"16.6";"100.1434";"1386.17";"2736.27"
"C";"2012-07-09";"73.624";"73.52";"0.15";"811";"9.08";"179.36";"26.5";"100.1434";"1386.09";"2736.27"
"C";"2012-07-08";"73.4773";"73.37";"0.3";"811";"9.06";"303.9";"7";"100.1434";"1386.01";"2736.27"
"C";"2012-07-07";"73.1877";"73.08";"0.26";"811";"9.02";"271.06";"8.1";"100.1434";"1385.91";"2736.27"
"C";"2012-07-06";"72.9324";"72.83";"0.19";"811";"8.99";"213.94";"22";"100.1434";"1385.82";"2736.27"
"C";"2012-07-05";"72.7476";"72.64";"0.23";"811";"8.97";"234.51";"2.7";"100.1434";"1385.73";"2736.27"
"C";"2012-07-04";"72.5232";"72.42";"0.15";"811";"8.94";"147.94";"1.4";"100.1434";"1385.63";"2736.27"
"C";"2012-07-03";"72.385";"72.28";"0.15";"811";"8.93";"160.3";"7.9";"100.1434";"1385.53";"2736.27"
"C";"2012-07-02";"72.2398";"72.14";"0.61";"811";"8.91";"624.76";"14.1";"100.1434";"1385.42";"2736.27"
"C";"2012-07-01";"71.6358";"71.53";"0.32";"811";"8.83";"322.48";"2.5";"100.1434";"1385.31";"2736.27"
"C";"2012-06-30";"71.3233";"71.68";"0.32";"811";"8.79";"318.69";"2.2";"99.509";"1385.2";"2736.27"
"C";"2012-06-29";"71.0153";"71.37";"0.19";"811";"8.76";"200.64";"13.2";"99.509";"1385.1";"2736.27"
"C";"2012-06-28";"70.8331";"71.18";"0.13";"811";"8.73";"156.56";"28.7";"99.509";"1385";"2736.27"
"C";"2012-06-27";"70.7127";"71.06";"0.15";"811";"8.72";"163.94";"9.7";"99.509";"1384.83";"2730.7"
"C";"2012-06-26";"70.5651";"70.91";"0.17";"811";"8.7";"174.34";"8.7";"99.509";"1384.74";"2730.7"
"C";"2012-06-25";"70.4142";"70.76";"0.64";"811";"8.68";"652.48";"18.1";"99.509";"1384.64";"2730.7"
"C";"2012-06-24";"69.7876";"70.13";"0.2";"811";"8.61";"203.3";"7.6";"99.509";"1384.55";"2730.7"
"C";"2012-06-23";"69.597";"69.94";"0.23";"811";"8.58";"235.17";"6.5";"99.509";"1384.45";"2730.7"
"C";"2012-06-22";"69.3721";"69.71";"0.19";"811";"8.55";"200.15";"7.8";"99.509";"1384.36";"2730.7"
"C";"2012-06-21";"69.1818";"69.52";"0.17";"811";"8.53";"190.83";"18.2";"99.509";"1384.26";"2730.7"
"C";"2012-06-20";"69.0157";"69.36";"0.14";"811";"8.51";"164.71";"20.4";"99.509";"1384.16";"2730.7"
"C";"2012-06-19";"68.8762";"69.22";"0.13";"811";"8.49";"154.61";"25.4";"99.509";"1384.06";"2730.7"
"C";"2012-06-18";"68.7549";"69.09";"0.22";"811";"8.48";"244.15";"23.1";"99.509";"1383.96";"2730.7"
"C";"2012-06-17";"68.5396";"68.88";"0.28";"811";"8.45";"294.88";"15.9";"99.509";"1383.87";"2730.7"
